Tiempo(s)	HUM1	V1	HUM2	V2	HUM3	V3	HUM4	V4	HUM5	V5	HUM6	V6	HUM7	V7	HUM8	V8
5652.0	0.10	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.20	0.15
5653.0	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.14	0.20	0.15
5654.0	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.14
5655.0	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14
5656.0	0.40	0.16	0.60	0.17	0.40	0.16	0.20	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15
5657.0	0.20	0.15	0.40	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.10	0.15
5658.0	0.40	0.16	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14
5659.0	0.00	0.14	0.10	0.15	0.40	0.16	0.20	0.15	0.20	0.15	0.40	0.16	0.10	0.15	0.40	0.16
5660.0	0.40	0.16	0.10	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.20	0.15
5662.0	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.10	0.15	0.00	0.14
5663.0	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.30	0.16
5664.0	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.20	0.15
5665.0	0.20	0.15	0.10	0.15	0.40	0.16	0.70	0.18	0.20	0.15	0.50	0.17	0.20	0.15	0.30	0.16
5666.0	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14
5667.0	0.30	0.16	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
5668.0	0.30	0.16	0.00	0.14	0.30	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.20	0.15
5669.0	0.30	0.16	0.00	0.14	0.00	0.14	0.40	0.16	0.40	0.16	0.10	0.15	0.30	0.16	0.20	0.15
5670.0	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14
5671.0	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15
5672.0	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16
5673.0	0.30	0.16	0.40	0.16	0.10	0.15	0.30	0.16	0.00	0.13	0.10	0.15	0.00	0.14	0.40	0.16
5674.0	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.60	0.17	0.00	0.11	0.00	0.14	0.30	0.16
5675.0	0.30	0.16	1.00	0.19	0.00	0.14	0.30	0.16	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14
5676.0	0.30	0.16	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14
5677.0	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14
5678.0	0.30	0.16	0.00	0.14	0.20	0.15	0.40	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14
5679.0	0.10	0.15	0.30	0.16	0.10	0.15	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.20	0.15
5680.0	0.10	0.15	0.40	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.20	0.15	0.30	0.16	0.20	0.15
5681.0	0.00	0.14	0.10	0.15	0.20	0.15	0.40	0.16	0.30	0.16	0.20	0.15	0.20	0.15	0.10	0.15
5682.0	0.20	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.00	0.14	0.50	0.17	0.00	0.14	0.30	0.16
5683.0	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.00	0.14
5684.0	0.10	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
5685.0	0.30	0.16	0.10	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
5687.0	0.00	0.14	0.40	0.16	0.20	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.20	0.15
5688.0	0.20	0.15	0.10	0.15	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16
5689.0	0.40	0.16	0.00	0.14	0.20	0.15	0.20	0.15	0.10	0.15	0.00	0.12	0.50	0.17	0.00	0.14
5690.0	0.30	0.16	0.10	0.15	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.13	0.20	0.15	0.10	0.15
5691.0	0.00	0.14	0.60	0.17	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.13	0.30	0.16	0.20	0.15
5692.0	0.40	0.16	0.30	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.13	0.30	0.16	0.00	0.14
5693.0	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15	0.10	0.15	0.40	0.16	0.10	0.15	0.20	0.15
5694.0	0.10	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.13	0.30	0.16	0.10	0.15
5695.0	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.10	0.15
5696.0	0.10	0.15	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.40	0.16
5697.0	0.20	0.15	0.50	0.17	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.14	0.10	0.15	0.30	0.16
5698.0	0.30	0.16	0.00	0.14	0.00	0.13	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15
5699.0	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15
5700.0	0.50	0.17	0.00	0.14	0.00	0.14	0.30	0.16	0.30	0.16	0.00	0.14	0.30	0.16	0.00	0.14
5701.0	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16
5702.0	0.00	0.14	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.14	0.40	0.16	0.40	0.16	0.10	0.15
5703.0	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16
5704.0	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.20	0.15
5705.0	0.10	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.40	0.16	0.00	0.14
5706.0	0.30	0.16	0.10	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.30	0.16
5707.0	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.13	0.30	0.16	0.20	0.15
5708.0	0.10	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.30	0.16
5709.0	0.40	0.16	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.14
5710.0	0.10	0.15	0.20	0.15	0.40	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14
5712.0	0.50	0.17	0.00	0.14	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16
5713.0	0.30	0.16	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.30	0.16
5714.0	0.30	0.16	0.20	0.15	0.10	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.20	0.15	0.10	0.15
5715.0	0.20	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15
5716.0	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.13	0.10	0.15	0.30	0.16
5717.0	0.00	0.14	0.00	0.14	0.00	0.13	0.10	0.15	0.00	0.09	0.80	0.18	0.00	0.14	0.20	0.15
5718.0	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.13	0.30	0.16	0.10	0.15
5719.0	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14
5720.0	0.10	0.15	0.00	0.14	0.30	0.16	0.40	0.16	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15
5721.0	0.70	0.18	0.90	0.19	0.40	0.16	0.00	0.14	0.00	0.14	0.60	0.17	0.00	0.14	0.20	0.15
5722.0	0.00	0.14	0.10	0.15	0.30	0.16	0.30	0.16	0.30	0.16	0.30	0.16	0.10	0.15	0.10	0.15
5723.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15
5724.0	0.30	0.16	0.00	0.13	0.30	0.16	0.10	0.15	0.40	0.16	0.00	0.14	0.30	0.16	0.00	0.14
5725.0	0.10	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15
5726.0	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.20	0.15
5727.0	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.13	0.40	0.16	0.10	0.15	0.30	0.16
5728.0	0.20	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.13	0.20	0.15	0.30	0.16
5729.0	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16
5730.0	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.10	0.15
5731.0	0.00	0.14	0.30	0.16	0.00	0.13	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14
5732.0	0.40	0.16	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.40	0.16	0.20	0.15	0.20	0.15
5733.0	0.00	0.13	0.10	0.15	0.20	0.15	0.00	0.13	0.00	0.14	0.20	0.15	0.10	0.15	0.10	0.15
5734.0	0.20	0.15	0.40	0.16	0.50	0.17	0.00	0.14	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15
5735.0	0.20	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
5737.0	0.40	0.16	0.00	0.14	0.50	0.17	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14
5738.0	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.30	0.16
5739.0	0.20	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14
5740.0	0.30	0.16	0.40	0.16	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.20	0.15	0.20	0.15
5741.0	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.40	0.16	0.00	0.13	0.30	0.16	0.00	0.14
5742.0	0.50	0.17	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.14	0.10	0.15
5743.0	0.10	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.30	0.16
5744.0	0.00	0.14	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.12	0.00	0.14
5745.0	0.40	0.16	0.10	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.13
5746.0	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14
5747.0	0.10	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.20	0.15
5748.0	0.00	0.14	0.10	0.15	0.40	0.16	0.10	0.15	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14
5749.0	0.30	0.16	0.40	0.16	0.20	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14
5750.0	0.20	0.15	0.30	0.16	0.30	0.16	0.30	0.16	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15
5751.0	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.60	0.17	0.90	0.19	0.30	0.16
5752.0	0.20	0.15	0.50	0.17	0.20	0.15	0.20	0.15	0.40	0.16	0.20	0.15	0.20	0.15	0.00	0.14
5753.0	0.10	0.15	0.50	0.17	0.00	0.13	0.50	0.17	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14
5754.0	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14
5755.0	0.10	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16
5756.0	0.10	0.15	0.40	0.16	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.10	0.15	0.20	0.15
5757.0	0.20	0.15	0.40	0.16	0.10	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.20	0.15	0.20	0.15
5758.0	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
5759.0	0.00	0.14	0.00	0.14	0.00	0.14	0.40	0.16	0.30	0.16	0.00	0.14	0.30	0.16	0.10	0.15
5761.0	0.30	0.16	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.13	0.20	0.15	0.30	0.16
5762.0	0.20	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.13	0.20	0.15
5763.0	0.30	0.16	0.00	0.14	0.20	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14
5764.0	0.00	0.14	0.10	0.15	0.30	0.16	0.40	0.16	0.30	0.16	0.40	0.16	0.20	0.15	0.20	0.15
5765.0	0.00	0.14	0.30	0.16	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15
5766.0	0.00	0.14	0.00	0.14	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15
5767.0	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.10	0.15	0.10	0.15	0.30	0.16
5768.0	0.30	0.16	0.00	0.14	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15
5769.0	0.40	0.16	0.30	0.16	0.30	0.16	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14
5770.0	0.40	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15
5771.0	0.00	0.14	0.10	0.15	0.40	0.16	0.10	0.15	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.14
5772.0	0.20	0.15	0.10	0.15	0.40	0.16	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15
5773.0	0.20	0.15	0.30	0.16	0.20	0.15	0.20	0.15	0.10	0.15	0.60	0.17	0.10	0.15	0.00	0.14
5774.0	0.40	0.16	0.10	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16
5775.0	0.10	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.10	0.15	0.40	0.16	0.10	0.15
5776.0	0.00	0.14	0.10	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.20	0.15	0.10	0.15	0.20	0.15
5777.0	0.20	0.15	0.20	0.15	0.10	0.15	0.30	0.16	0.30	0.16	0.40	0.16	0.00	0.14	0.00	0.14
5778.0	0.00	0.14	0.00	0.14	0.10	0.15	0.00	0.14	0.30	0.16	0.40	0.16	0.00	0.14	0.10	0.15
5779.0	0.10	0.15	0.10	0.15	0.10	0.15	0.50	0.17	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15
5780.0	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15
5781.0	0.10	0.15	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.20	0.15	0.60	0.17
5782.0	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15
5783.0	0.10	0.15	0.20	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.60	0.17	0.00	0.14	0.20	0.15
5784.0	0.10	0.15	0.00	0.14	0.50	0.17	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.00	0.14
5786.0	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.30	0.16	0.60	0.17	0.10	0.15	0.30	0.16
5787.0	0.40	0.16	0.20	0.15	0.40	0.16	0.30	0.16	0.30	0.16	0.30	0.16	0.30	0.16	0.10	0.15
5788.0	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.10	0.15
5789.0	0.30	0.16	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.20	0.15	0.20	0.15
5790.0	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.50	0.17	0.10	0.15	0.00	0.14
5791.0	0.30	0.16	0.10	0.15	0.50	0.17	0.50	0.17	0.00	0.14	1.00	0.19	0.00	0.13	0.40	0.16
5792.0	0.00	0.14	0.20	0.15	0.40	0.16	0.30	0.16	0.00	0.13	0.30	0.16	0.10	0.15	0.10	0.15
5793.0	0.80	0.18	0.00	0.13	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.13	0.60	0.17	0.00	0.14
5794.0	0.00	0.14	0.30	0.16	0.20	0.15	0.10	0.15	0.00	0.14	0.00	0.13	0.20	0.15	0.40	0.16
5795.0	0.20	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15
5796.0	0.10	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.20	0.15	0.00	0.14
5797.0	0.30	0.16	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15
5798.0	0.00	0.14	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15
5799.0	0.20	0.15	0.10	0.15	0.40	0.16	0.30	0.16	0.20	0.15	0.20	0.15	0.20	0.15	0.40	0.16
5800.0	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.40	0.16	0.20	0.15	0.10	0.15
5801.0	0.00	0.14	0.00	0.14	0.40	0.16	0.10	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15
5802.0	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.30	0.16	0.00	0.13	0.30	0.16	0.70	0.18
5803.0	0.20	0.15	0.00	0.14	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.13	0.10	0.15	0.00	0.14
5804.0	0.20	0.15	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.20	0.15
5805.0	0.00	0.14	0.30	0.16	0.50	0.17	0.20	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.20	0.15
5806.0	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16
5807.0	0.20	0.15	0.40	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.00	0.14	0.20	0.15
5808.0	0.00	0.14	0.00	0.14	0.50	0.17	0.00	0.14	0.50	0.17	0.00	0.14	0.10	0.15	0.20	0.15
5809.0	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14
5811.0	0.20	0.15	0.30	0.16	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.10	0.15	0.00	0.14
5812.0	0.00	0.14	0.60	0.17	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
5813.0	0.00	0.14	0.30	0.16	0.50	0.17	0.20	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.20	0.15
5814.0	0.60	0.17	0.00	0.13	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15
5815.0	0.10	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.20	0.15	0.10	0.15	0.20	0.15	0.40	0.16
5816.0	0.30	0.16	0.00	0.14	0.50	0.17	0.10	0.15	0.20	0.15	0.30	0.16	0.30	0.16	0.10	0.15
5817.0	0.00	0.14	0.50	0.17	0.00	0.14	0.30	0.16	0.10	0.15	0.10	0.15	0.10	0.15	0.30	0.16
5818.0	0.00	0.14	0.70	0.18	0.40	0.16	0.40	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15
5819.0	0.00	0.14	0.10	0.15	0.10	0.15	0.60	0.17	0.00	0.14	0.00	0.13	0.50	0.17	0.10	0.15
5820.0	0.00	0.14	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.30	0.16	0.10	0.15
5821.0	0.20	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.20	0.15	0.30	0.16
5822.0	0.20	0.15	0.00	0.14	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14
5823.0	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15	0.20	0.15	0.40	0.16	0.20	0.15	0.10	0.15
5824.0	0.30	0.16	0.10	0.15	0.30	0.16	0.30	0.16	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14
5825.0	0.20	0.15	0.30	0.16	0.30	0.16	0.30	0.16	0.20	0.15	0.00	0.14	0.20	0.15	0.20	0.15
5826.0	0.30	0.16	0.00	0.14	0.50	0.17	0.00	0.14	0.00	0.13	0.60	0.17	0.00	0.14	0.00	0.14
5827.0	0.20	0.15	0.10	0.15	0.20	0.15	0.30	0.16	0.40	0.16	0.00	0.14	0.00	0.14	0.20	0.15
5828.0	0.40	0.16	0.00	0.13	0.70	0.18	0.10	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.40	0.16
5829.0	0.10	0.15	0.40	0.16	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.10	0.15
5830.0	0.30	0.16	0.20	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14	0.10	0.15	0.30	0.16
5831.0	0.40	0.16	0.00	0.14	0.30	0.16	0.10	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.14
5832.0	0.30	0.16	0.00	0.14	0.40	0.16	0.00	0.14	0.50	0.17	0.00	0.14	0.30	0.16	0.00	0.14
5833.0	0.20	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.00	0.14
5835.0	0.30	0.16	0.00	0.14	0.00	0.14	0.30	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.10	0.15
5836.0	0.00	0.14	0.00	0.14	0.20	0.15	0.10	0.15	0.40	0.16	0.90	0.19	0.00	0.14	0.20	0.15
5837.0	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.40	0.16	0.00	0.14	0.00	0.14
5838.0	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.14	0.00	0.14	0.10	0.15	0.20	0.15
5839.0	0.40	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.30	0.16	0.10	0.15	0.40	0.16	0.20	0.15
5840.0	0.10	0.15	0.30	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.30	0.16	0.20	0.15	0.30	0.16
5841.0	0.30	0.16	0.30	0.16	0.40	0.16	0.10	0.15	0.70	0.18	0.00	0.13	0.50	0.17	0.00	0.14
5842.0	0.10	0.15	0.40	0.16	0.10	0.15	0.20	0.15	0.10	0.15	0.30	0.16	0.30	0.16	0.10	0.15
5843.0	0.30	0.16	0.20	0.15	0.10	0.15	0.00	0.14	0.50	0.17	0.40	0.16	0.00	0.14	0.20	0.15
5844.0	0.40	0.16	0.00	0.14	0.50	0.17	0.20	0.15	0.10	0.15	0.40	0.16	0.10	0.15	0.30	0.16
5845.0	0.20	0.15	0.20	0.15	0.40	0.16	0.00	0.14	0.00	0.14	0.00	0.14	0.50	0.17	0.10	0.15
5846.0	0.40	0.16	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16
5847.0	0.20	0.15	0.20	0.15	0.30	0.16	0.20	0.15	0.30	0.16	0.00	0.14	0.10	0.15	0.30	0.16
5848.0	0.20	0.15	0.30	0.16	0.10	0.15	0.30	0.16	0.30	0.16	0.40	0.16	0.20	0.15	0.30	0.16
5849.0	0.40	0.16	0.10	0.15	0.40	0.16	0.10	0.15	0.20	0.15	0.20	0.15	0.40	0.16	0.00	0.14
5850.0	0.00	0.14	0.10	0.15	0.20	0.15	0.30	0.16	0.10	0.15	0.00	0.14	0.30	0.16	0.20	0.15
5851.0	0.20	0.15	0.40	0.16	0.00	0.14	0.10	0.15	0.30	0.16	0.60	0.17	0.00	0.14	0.00	0.14
5852.0	0.30	0.16	0.00	0.14	0.00	0.14	0.10	0.15	0.10	0.15	0.00	0.14	0.10	0.15	0.00	0.14
5853.0	0.00	0.14	0.10	0.15	0.10	0.15	0.10	0.15	0.10	0.15	0.40	0.16	0.00	0.14	0.00	0.14
5854.0	0.00	0.14	0.00	0.14	0.00	0.14	0.30	0.16	0.60	0.17	0.00	0.14	0.20	0.15	0.30	0.16
5855.0	0.30	0.16	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.00	0.14	0.20	0.15	0.20	0.15
5856.0	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.20	0.15	0.00	0.14	0.20	0.15	0.00	0.14
5857.0	0.20	0.15	0.30	0.16	0.20	0.15	0.10	0.15	0.20	0.15	0.00	0.13	0.10	0.15	0.10	0.15
5858.0	0.00	0.14	0.40	0.16	0.00	0.14	0.20	0.15	0.10	0.15	0.10	0.15	0.00	0.14	0.00	0.14
5860.0	0.70	0.18	0.10	0.15	0.00	0.13	0.20	0.15	0.00	0.14	0.30	0.16	0.20	0.15	0.30	0.16
5861.0	0.60	0.17	0.00	0.14	0.40	0.16	0.20	0.15	0.00	0.14	0.40	0.16	0.30	0.16	0.00	0.14
